,Brand,Model,Variant,Year,Location,Ownership,KM Driven,Fuel,Transmission,Price
278,Maruti,Swift,['Lxi Option'],2015,DL,First,"48,000",Petrol,Manual,3.95
279,Kia,Seltos,['Gtx Plus Dct'],2020,DL,First,"25,000",Petrol,Automatic,18.45
280,Ford,Endeavour,['2.2 Titanium At 4x2'],2017,DL,First,"55,000",Diesel,Automatic,22.5
281,Mercedes-benz,Glc,['Coupe 300d 4matic'],2020,HP,First,"1,000",Diesel,Automatic,68
282,Hyundai,Verna,['1.6 Ex Vtvt'],2014,DL,First,"40,000",Petrol,Manual,5.9
283,Porsche,Macan,['2l'],2019,DL,First,"21,000",Petrol,Automatic,65
284,Audi,A3,['35 Tdi Premium Plus'],2015,DL,First,"80,000",Diesel,Automatic,15.75
285,Hyundai,Verna,['Crdi 1.6 Sx Option'],2018,DL,First,"37,000",Diesel,Manual,11.5
286,Honda,Wr-v,['I-vtec S'],2019,DL,Second,"8,200",Petrol,Manual,7.95
287,Maruti,Sx4,['S Cross Zeta'],2020,DL,First,"19,000",Petrol,Manual,9.5
288,Land,Rover,['Range Rover Velar R-dynamic S Diesel'],2021,HR,First,"9,000",Diesel,Automatic,85
289,Mg,Hector,['Plus Select Diesel Mt 7 Str'],2021,HR,First,"13,000",Diesel,Manual,20.95
290,Land,Rover,['Freelander 2 Se'],2013,HR,First,"78,500",Diesel,Automatic,12.75
291,Jeep,Compass,['2.0 Longitude Option At'],2020,HR,First,"11,000",Diesel,Automatic,25.5
292,Audi,S5,['3.0 Tfsiq Tiptronic'],2019,DL,Second,"9,000",Petrol,Automatic,62
293,Toyota,Innova,['Crysta 2.4 Gx Mt'],2017,DL,First,"75,000",Diesel,Manual,15.5
294,Hyundai,I10,['Magna 1.2 Itech Se'],2012,DL,Second,"71,000",Petrol,Manual,3.25
295,Mahindra,Thar,['Lx 4-str Hard Top'],2021,DL,First,"8,000",Petrol,Manual,15.91
296,Hyundai,Venue,['S'],2021,DL,First,"7,000",Petrol,Manual,8.21
297,Tata,Indigo,['Classic Petrol'],2009,AP,First,"60,000",Petrol,Manual,"98,000*"
298,Chevrolet,Beat,['Ls'],2011,DL,Second,"48,697",Petrol,Manual,1.4
299,Hyundai,Grand,['I10 Crdi Sportz Celebration Edition'],2017,HR,First,"61,367",Diesel,Manual,4.2
300,Ford,Ecosport,['1.5 Dv5 Mt Titanium Optional'],2014,DL,First,"73,589",Diesel,Manual,4.65
301,Mahindra,Scorpio,['M2DI'],2012,UP,Second,"1,10,000",Diesel,Manual,4.5
302,Hyundai,Creta,['1.4 Ex Diesel'],2018,UP,First,"48,000",Diesel,Manual,8.9
303,Hyundai,Xcent,['1.2 Vtvt S'],2017,DL,First,"22,000",Petrol,Manual,4.75
304,Mahindra,Xuv500,['At W6 1.99 Mhawk'],2016,DL,First,"90,000",Diesel,Automatic,9.01
305,Jaguar,F-pace,['R Sport 3.0 Awd'],2020,HP,First,"22,800",Diesel,Automatic,46
306,Honda,City,['I-dtec Vx'],2019,UP,First,"20,000",Diesel,Manual,9.45
307,Honda,Br-v,['I-vtec V Cvt'],2018,HR,First,"45,000",Petrol,Automatic,7.95
308,Mahindra,Thar,['Crde Ac'],2015,UP,Second,"40,000",Diesel,Manual,7.4
309,Toyota,Fortuner,['2.8 4wd At'],2017,HR,First,"49,000",Diesel,Automatic,30.5
310,Mercedes-benz,E-class,['Exclusive E 220d'],2019,HP,First,"9,000",Diesel,Automatic,49.5
311,Toyota,Fortuner,['4x2 Manual'],2013,DL,First,"85,000",Diesel,Manual,11.25
312,Hyundai,Creta,['Sx Opt Turbo'],2021,HR,First,"10,000",Petrol,Automatic,19.25
313,Volvo,S90,['D4 Inscription'],2020,HP,First,"10,000",Diesel,Automatic,48
314,Toyota,Fortuner,['2.8 2wd Mt'],2017,HR,First,"50,000",Diesel,Manual,25.75
315,Bmw,3,['Series 320d Luxury Line'],2013,DL,First,"19,000",Diesel,Automatic,11.5
316,Maruti,Vitara,['Brezza Vdi'],2018,DL,First,"37,000",Diesel,Manual,7.5
317,Hyundai,Santa,['Fe 4wd At'],2014,HR,First,"1,24,000",Diesel,Automatic,10
318,Renault,Kwid,['1.0 Rxl Amt'],2019,DL,First,"27,000",Petrol,Automatic,3.75
319,Honda,City,['S'],2012,DL,First,"65,000",Petrol,Manual,4.5
320,Audi,Q3,['30 Tfsi Premium Fwd'],2019,DL,First,"35,000",Petrol,Automatic,30
321,Maruti,Vitara,['Brezza Vdi Amt'],2019,HR,First,"35,000",Diesel,Automatic,8.95
322,Maruti,Ertiga,['Vxi'],2013,DL,First,"48,000",Petrol,Manual,5.5
323,Toyota,Innova,['Crysta 2.4 Gx Mt Bsiv'],2019,UP,First,"75,000",Diesel,Manual,16.75
324,Mahindra,Thar,['Lx 4-str Hard Top At'],2021,CH,First,"3,000",Petrol,Automatic,17
325,Volkswagen,Polo,['Gt Tsi'],2014,HR,First,"19,000",Petrol,Automatic,4.95
326,Mercedes-benz,Gle,['43 Amg Coupe'],2020,PB,First,"9,000",Petrol,Automatic,86
327,Mercedes-benz,C-class,['Progressive C 220d'],2020,PB,First,"15,000",Diesel,Automatic,44.5
328,Bmw,5,['Series 520d Luxury Line'],2019,DL,First,"32,000",Diesel,Automatic,48.5
329,Bmw,5,['Series 530i M Sport'],2020,DL,First,"3,000",Petrol,Automatic,60
330,Audi,Q8,['55 Tfsi Quattro'],2021,CH,First,"4,000",Petrol,Automatic,1.11
331,Toyota,Corolla,['Altis G Mt'],2015,HR,Second,"1,00,000",Petrol,Manual,7.95
332,Volkswagen,Vento,['1.5 Tdi Highline'],2014,HR,First,"86,000",Diesel,Manual,4.45
333,Honda,Amaze,['S I-dtech'],2015,DL,First,"81,465",Diesel,Manual,2.99
334,Land,Rover,['Range Rover Velar P250 R-dynamic'],2020,CH,First,"18,000",Petrol,Automatic,82.5
335,Maruti,Baleno,['1.2 Delta'],2017,DL,First,"60,228",Petrol,Manual,5.5
336,Maruti,Wagon,['R Lxi Bs Iv'],2016,DL,First,"55,000",Petrol,Manual,3.99
337,Hyundai,Creta,['Sx Opt Diesel At'],2020,UP,First,"29,000",Diesel,Automatic,19
338,Hyundai,I20,['Active 1.2 S'],2015,DL,First,"69,000",Petrol,Manual,4.95
339,Toyota,Corolla,['Altis 1.8 G Cvt'],2018,DL,First,"16,712",Petrol,Automatic,15.9
340,Maruti,Alto,['K10 Lxi'],2011,DL,First,"41,077",Petrol,Manual,1.95
341,Ford,Fiesta,['1.4 Duratorq Clxi'],2012,HR,First,"70,350",Diesel,Manual,1.55
342,Maruti,Zen,['Estilo Lxi Bs Iv'],2008,DL,First,"27,000",Petrol,Manual,1.2
343,Nissan,Sunny,['Diesel Xl'],2013,DL,First,"74,000",Diesel,Manual,2.65
344,Toyota,Fortuner,['2.8 2wd At'],2016,HR,First,"78,000",Diesel,Automatic,26.85
345,Audi,A6,['45 Tfsi Technology'],2020,UP,First,"14,000",Petrol,Automatic,57.5
346,Porsche,Macan,['R4'],2017,DL,First,"38,000",Petrol,Automatic,56.5
347,Mercedes-benz,Gls,['350d 4matic'],2017,HR,First,"42,000",Diesel,Automatic,67
348,Mercedes-benz,C-class,['Progressive C 200'],2020,DL,First,"8,000",Petrol,Automatic,46.75
349,Toyota,Fortuner,['4x2 At'],2014,DL,Second,"40,000",Diesel,Automatic,17.5
350,Mg,Hector,['Plus Sharp Cvt'],2021,DL,First,"8,500",Petrol,Automatic,19.5
351,Bmw,5,['Series 530d M Sport'],2021,UP,First,"14,000",Diesel,Automatic,68
352,Mercedes-benz,C-class,['C300 Cabriolet'],2019,HR,First,"25,000",Petrol,Automatic,68
353,Mercedes-benz,Slk-class,['Slk 350'],2016,PY,Third,"26,000",Petrol,Automatic,40.9
354,Honda,City,['I Vtec Vx'],2016,HR,First,"67,000",Petrol,Manual,7.44
355,Honda,City,['Vx Cvt'],2019,HR,First,"19,000",Petrol,Automatic,11.95
356,Mercedes-benz,E-class,['Exclusive E 220d'],2018,DL,First,"1,500",Diesel,Automatic,52
357,Bmw,X3,['Xdrive30i Sportx'],2021,CH,First,"5,000",Petrol,Automatic,61
358,Audi,Q3,['2.0 Tdi Quattro Premium Plus'],2014,DL,First,"62,000",Diesel,Automatic,12.9
359,Maruti,Sx4,['S Cross Alpha Ddis 200 Sh'],2017,HR,First,"40,000",Diesel,Manual,8.25
360,Mercedes-benz,E-class,['Expression E 220 D Bsiv'],2017,DL,First,"45,000",Diesel,Automatic,45
361,Bmw,5,['Series 520d Luxury Line'],2021,UP,First,"2,000",Diesel,Automatic,67
362,Volvo,Xc40,['D4 Momentum'],2019,HR,First,"60,000",Diesel,Automatic,30
363,Maruti,Ciaz,['1.4 Delta'],2020,UP,First,"11,000",Petrol,Manual,9
364,Nissan,Sunny,['Diesel XV'],2013,N/,Second,"1,20,000",Diesel,Manual,2
365,Maruti,Alto,['800 Lxi'],2016,DL,First,"17,000",Petrol,Manual,2.51
366,Mahindra,Tuv,['300 T8'],2017,DL,First,"21,000",Diesel,Manual,6.91
367,Maruti,Wagon,['R Cng Lxi Opt'],2016,DL,First,"64,500",CNG,Manual,3.6
368,Mahindra,KUV100,['NXT D75 K4 Plus'],2017,N/,First,"60,000",Diesel,Manual,2.9
369,Hyundai,Verna,['Vtvt 1.6 Sx Option'],2018,DL,First,"12,000",Petrol,Manual,9.5
370,Hyundai,Creta,['1.4 CRDi S'],2016,N/,First,"60,000",Diesel,Manual,8.2
371,Ford,Mustang,['V8'],2020,UP,First,"20,000",Petrol,Automatic,80
372,Renault,Kiger,['Rxz Amt Dt'],2021,DL,First,"1,700",Petrol,Automatic,8.75
373,Honda,City,['I Vtec Vx Option'],2014,DL,First,"52,000",Petrol,Manual,6.6
374,Honda,Accord,['2.4 M/t'],2012,HR,First,"85,000",Petrol,Manual,5.95
375,Tata,Tiago,['1.2 Revotron Xz'],2016,DL,First,"32,581",Petrol,Manual,4.4
376,Maruti,Swift,['Lxi Bsiii'],2011,DL,First,"54,000",Petrol,Manual,3.2
377,Maruti,Wagon,['R Lxi Bs Iv'],2009,DL,Second,"65,000",Petrol,Manual,1.45
378,Volvo,Xc60,['D5 Inscription'],2020,DL,First,"11,000",Diesel,Automatic,59.5
379,Bmw,5,['Series 520d Luxury Line'],2021,PY,First,"10,000",Diesel,Automatic,59.5
380,Renault,Duster,['Petrol Rxs Cvt'],2017,DL,Second,"24,000",Petrol,Automatic,7.25
381,Mercedes-benz,C-class,['Progressive C 220d'],2020,HP,First,"10,000",Diesel,Automatic,42
382,Audi,A6,['35 Tdi'],2017,JH,First,"24,000",Diesel,Automatic,31
383,Audi,A4,['35 Tdi Technology'],2019,HR,First,"13,000",Diesel,Automatic,35
384,Bmw,X5,['Xdrive 30d M Sport'],2018,JH,First,"30,000",Diesel,Automatic,63.5
385,Toyota,Innova,['Crysta 2.8 Zx At Bsiv'],2018,UP,Second,"33,000",Diesel,Automatic,20.5
386,Bmw,5,['Series 530d M Sport'],2014,HR,Second,"48,000",Diesel,Automatic,22.9
387,Maruti,Vitara,['Brezza Zdi Plus'],2017,DL,First,"62,800",Diesel,Manual,7.35
388,Mahindra,Xuv500,['At W6 2wd'],2015,HR,First,"72,000",Diesel,Automatic,6.25
389,Kia,Seltos,['Htk Plus At D'],2019,HR,First,"22,000",Diesel,Automatic,15.5
390,Toyota,Innova,['2.5 Vx (diesel) 8 Seater Bs Iv'],2014,DL,First,"85,000",Diesel,Manual,8.5
391,Audi,Q7,['3.0 Tdi Quattro Premium Plus'],2014,DL,First,"80,000",Diesel,Automatic,20.9
392,Kia,Seltos,['Gtx Plus Dct'],2020,DL,First,"14,000",Petrol,Automatic,18.9
393,Maruti,Swift,['Dzire Vxi 1.2'],2018,DL,First,"48,500",Petrol,Manual,5.99
394,Bmw,5,['Series 520d Luxury Line'],2021,UP,First,"2,500",Diesel,Automatic,67
395,Hyundai,Creta,['S'],2020,DL,First,"14,000",Petrol,Manual,14
396,Skoda,Rapid,['1.6 Tdi Active'],2013,DL,First,"61,000",Diesel,Manual,2.65
397,Hyundai,Creta,['Sx Turbo'],2020,DL,First,"32,000",Petrol,Automatic,18.5
398,Toyota,Innova,['Crysta 2.4 Gx Mt'],2018,DL,First,"32,000",Diesel,Manual,16.5
399,Toyota,Corolla,['Altis 1.8 Limited Edition'],2013,HR,First,"63,000",Petrol,Manual,5.25
400,Toyota,Camry,['Hybrid'],2014,HR,First,"90,000",Petrol,Automatic,15.5
401,Mahindra,Xuv300,['W6'],2019,DL,First,"21,000",Petrol,Manual,8.75
402,Volvo,Xc90,['D5 Inscription Bsiv'],2018,DL,Second,"57,000",Diesel,Automatic,57.5
403,Toyota,Fortuner,['4x2 At'],2012,UP,Second,"98,000",Diesel,Automatic,10.5
404,Maruti,Ignis,['1.2 Sigma Bsiv'],2018,HR,First,"54,000",Petrol,Manual,4.35
405,Bmw,7,['Series 730ld'],2015,HR,First,"56,000",Diesel,Automatic,29.9
406,Maruti,Swift,['Dzire Vxi 1.2'],2020,DL,First,"18,000",Petrol,Manual,6.95
407,Hyundai,Grand,['I10 Nios Sportz'],2020,DL,First,"23,800",Petrol,Manual,6.8
408,Audi,Q7,['3.6 Fsi Quattro'],2008,HR,Second,"1,15,000",Petrol,Automatic,9.75
409,Mercedes-benz,C-class,['C 200 Avantgarde'],2020,DL,First,"8,000",Petrol,Automatic,46.75
410,Mercedes-benz,E-class,['Exclusive E 200'],2017,DL,First,"24,000",Petrol,Automatic,48.75
411,Toyota,Fortuner,['2.8 2wd At'],2017,HR,First,"49,000",Diesel,Automatic,27.5
412,Hyundai,Creta,['1.6 Sx Automatic Diesel'],2016,DL,First,"59,000",Diesel,Automatic,9.25
413,Hyundai,Grand,['I10 Nios Sportz'],2020,DL,First,"23,000",Petrol,Manual,6.75
414,Bmw,3,['Series 320d Sport Line'],2013,HR,Second,"60,000",Diesel,Automatic,9.25
415,Toyota,Corolla,['Altis 1.8 Js'],2014,DL,First,"82,000",Petrol,Manual,6.75
416,Honda,Amaze,['S I-vtec'],2019,UP,First,"17,000",Petrol,Manual,6.4
417,Hyundai,I20,['1.2 Magna'],2011,DL,First,"68,000",Petrol,Manual,2.62
418,Mercedes-benz,C-class,['Progressive C 200'],2020,UP,First,"14,999",Petrol,Automatic,46.5
419,Maruti,Sx4,['Zxi Mt Bsiv'],2007,DL,Second,"95,000",Petrol,Manual,1.2
420,Maruti,Swift,['Vdi'],2013,DL,First,"1,53,434",Diesel,Manual,2.7
421,Hyundai,I10,['Sportz'],2014,DL,Second,"54,000",Petrol,Manual,3.65
422,Toyota,Fortuner,['2.8 2wd Mt'],2017,UP,First,"27,999",Diesel,Manual,28
423,Volvo,Xc60,['D5 Summum'],2014,DL,First,"73,001",Diesel,Automatic,16.25
424,Hyundai,I10,['Sportz'],2011,DL,First,"62,000",Petrol,Manual,2.1
425,Maruti,Baleno,['1.2 Delta'],2016,DL,First,"66,000",Petrol,Manual,4.8
426,Bmw,X5,['Xdrive 30d'],2017,UP,First,"40,000",Diesel,Automatic,46
427,Bmw,3,['Series 320d Luxury Line'],2013,HR,First,"59,000",Diesel,Automatic,12.5
428,Mahindra,Scorpio,['S6 7 Seater'],2015,UP,First,"48,000",Diesel,Manual,8.9
429,Mercedes-benz,Gl-class,['350 Cdi Blue Efficiency'],2015,DL,First,"51,000",Diesel,Automatic,39
430,Maruti,Ciaz,['Zdi'],2016,DL,First,"73,000",Diesel,Manual,6.2
431,Honda,Amaze,['S I-vtech'],2015,DL,First,"48,000",Petrol,Manual,4.5
432,Maruti,Swift,['Dzire Ldi'],2014,DL,First,"73,101",Diesel,Manual,3.7
433,Hyundai,Verna,['1.6 Vtvt'],2012,DL,First,"71,000",Petrol,Manual,4.1
434,Ford,Ecosport,['1.5 Diesel Trend'],2015,DL,First,"61,000",Diesel,Manual,5
435,Maruti,Swift,['Dzire Ldi'],2012,HR,First,"78,837",Diesel,Manual,2.8
436,Honda,Brio,['S Mt'],2013,DL,First,"66,000",Petrol,Manual,2.85
437,Volkswagen,Vento,['Petrol Comfortline'],2011,HR,Second,"26,000",Petrol,Manual,2.6
438,Honda,City,['I Vtec V'],2017,DL,First,"35,000",Petrol,Manual,8.15
439,Honda,City,['I Vtec Vx'],2015,DL,Second,"55,000",Petrol,Manual,6.9
440,Maruti,Baleno,['1.2 Sigma'],2019,DL,First,"30,000",Petrol,Manual,6.15
441,Toyota,Fortuner,['4x4 At'],2013,HR,First,"1,51,000",Diesel,Automatic,12.75
442,Porsche,Cayenne,['Diesel'],2013,DL,First,"80,000",Diesel,Automatic,30
443,Mercedes-benz,Glc,['Coupe 300d 4matic'],2020,HP,First,"1,500",Diesel,Automatic,68
444,Maruti,Sx4,['S Cross Zeta Ddis 200 Sh'],2018,HR,First,"44,000",Diesel,Manual,7.65
445,Toyota,Innova,['Crysta 2.8 Zx At Bsiv'],2018,DL,First,"30,500",Diesel,Automatic,21.5
446,Audi,A4,['35 Tdi Premium Sport'],2013,DL,First,"65,000",Diesel,Automatic,11.9
447,Hyundai,Grand,['I10 Crdi Sportz'],2015,UP,First,"63,000",Diesel,Manual,3.51
448,Mercedes-benz,C-class,['C 200 Avantgarde'],2019,DL,First,"30,000",Petrol,Automatic,42.25
449,Tata,Safari,['Storme VX'],2013,N/,First,"2,00,000",Diesel,Manual,5
450,Hyundai,Xcent,['1.2 Vtvt E Plus'],2019,DL,First,"43,000",Petrol,Manual,5.1
451,Maruti,Wagon,['R Cng Lxi'],2016,DL,First,"65,000",CNG,Manual,3.9
452,Honda,City,['1.5 S Mt'],2011,DL,First,"70,010",Petrol,Manual,3.3
453,Isuzu,D-max,['High'],2019,HR,Second,"25,000",Diesel,Manual,14.5
454,Honda,City,['I-vtec V'],2020,HR,Second,"20,000",Petrol,Manual,10.9
455,Mercedes-benz,Gl-class,['350 Cdi Blue Efficiency'],2015,DL,First,"49,000",Diesel,Automatic,37.5
456,Honda,Jazz,['1.2 S At I Vtec'],2015,HR,Second,"20,000",Petrol,Automatic,5.9
457,Toyota,Innova,['Crysta 2.4 Zx Mt'],2017,HR,First,"82,000",Diesel,Manual,16
458,Audi,A6,['2.0 Tdi'],2013,DL,First,"58,000",Diesel,Automatic,12.5
459,Hyundai,Santro,['Xing Gls'],2010,DL,First,"32,000",Petrol,Manual,1.7
460,Hyundai,Tucson,['2.0 E-vgt 2wd At Gls'],2018,HR,First,"72,100",Diesel,Automatic,17.5
461,Hyundai,I20,['1.4 Asta At With Avn'],2010,DL,Third,"52,000",Petrol,Automatic,2.35
462,Volkswagen,Vento,['1.5 Tdi Highline'],2013,HR,First,"60,000",Diesel,Manual,4.75
463,Audi,A3,['35 Tfsi Premium Plus'],2019,DL,First,"26,000",Petrol,Automatic,28.75
464,Kia,Seltos,['Htk G'],2020,DL,First,"25,500",Petrol,Manual,11.11
465,Mahindra,Xuv500,['W8 4wd'],2014,DL,First,"57,000",Diesel,Manual,6.25
466,Hyundai,Creta,['1.6 Crdi Sx Option'],2018,UP,First,"41,000",Diesel,Manual,14.75
467,Honda,City,['V Mt'],2012,DL,First,"87,247",Petrol,Manual,4.25
468,Renault,Duster,['Adventure Edition 85ps Rxl'],2016,DL,First,"51,000",Diesel,Manual,6.75
469,Honda,Accord,['2.4 A/t'],2011,DL,Second,"82,278",Petrol,Automatic,4.35
470,Maruti,A-star,['Lxi'],2009,DL,First,"52,239",Petrol,Manual,1.7
471,Hyundai,I10,['Era 1.1'],2010,HR,First,"23,052",Petrol,Manual,1.99
472,Hyundai,I10,['Era'],2015,DL,First,"68,000",Petrol,Manual,2.95
473,Toyota,Corolla,['Altis 1.8 Vl At'],2009,DL,First,"45,000",Petrol,Automatic,3.5
474,Jaguar,Xe,['Portfolio'],2017,HR,First,"27,500",Petrol,Automatic,30.9
475,Ford,Fiesta,['1.5 Tdci Titanium'],2014,HR,First,"95,000",Diesel,Manual,2.75
476,Renault,Kwid,['Rxt'],2017,HR,First,"58,000",Petrol,Manual,2.9
477,Hyundai,Tucson,['Gls At'],2020,DL,First,"9,800",Petrol,Automatic,22.5
478,Toyota,Innova,['Crysta 2.7 Gx 7 Str At'],2021,DL,First,"4,000",Petrol,Automatic,20.32
479,Toyota,Camry,['2.5 Hybrid'],2017,DL,First,"37,000",Petrol,Automatic,26.5
480,Volvo,S90,['D4 Inscription'],2018,HR,First,"7,000",Diesel,Automatic,46.5
481,Jaguar,Xe,['Se'],2020,DL,First,"12,000",Petrol,Automatic,41
482,Jeep,Compass,['1.4 Longitude Option Bsiv'],2019,HR,First,"16,000",Petrol,Automatic,17.9
483,Mercedes-benz,E-class,['E 350d'],2018,DL,First,"19,000",Diesel,Automatic,54.9
484,Mitsubishi,Pajero,['Sport 4x2 At Dual Tone'],2017,HR,First,"21,000",Diesel,Automatic,20.5
485,Jaguar,Xf,['2.0 Diesel Prestige'],2019,HR,First,"9,000",Diesel,Automatic,43.5
486,Volvo,S60,['D4 Momentum'],2017,DL,First,"34,000",Diesel,Automatic,20.5
487,Audi,A6,['35 Tfsi Matrix'],2017,HR,First,"25,000",Petrol,Automatic,33.9
488,Renault,Kwid,['Rxl'],2016,HR,First,"68,000",Petrol,Manual,2.45
489,Maruti,Alto,['800 Lxi'],2017,HR,First,"53,000",Petrol,Manual,2.95
490,Jaguar,F-pace,['2.0 R-dynamic S'],2021,HR,First,"3,000",Petrol,Automatic,80
491,Maruti,Alto,['K10 Lxi'],2014,HR,First,"20,000",Petrol,Manual,2.55
492,Audi,Q3,['2.0 Tdi Quattro Premium Plus'],2013,DL,First,"75,000",Diesel,Automatic,13.4
493,Maruti,Wagon,['R Lxi Bs Iv'],2019,UP,First,"13,000",Petrol,Manual,3.9
494,Renault,Duster,['Petrol RxL'],2013,N/,Second,"1,20,000",Petrol,Manual,3
495,Audi,A6,['35 Tfsi Matrix'],2016,HR,First,"16,000",Petrol,Automatic,26.9
496,Toyota,Corolla,['Altis 1.8 Gl'],2016,DL,First,"69,000",Petrol,Manual,12.75
497,Bmw,X1,['Xdrive 20d Xline'],2016,HR,First,"90,000",Diesel,Automatic,21.9
498,Hyundai,Creta,['1.6 Sx Option'],2019,DL,Second,"19,100",Petrol,Manual,13.75
499,Bmw,3,['Series 320d Gt Luxury Line'],2014,DL,First,"60,100",Diesel,Automatic,21
500,Mercedes-benz,E-class,['Exclusive E 200'],2016,HR,First,"60,100",Petrol,Automatic,29
501,Hyundai,I20,['1.2 Asta Option'],2020,UP,First,"13,000",Petrol,Manual,9.11
502,Mercedes-benz,C-class,['220'],2015,UP,Second,"75,000",Diesel,Manual,21
503,Porsche,Cayenne,['Diesel Platinum Edition'],2015,DL,Second,"64,100",Diesel,Automatic,40
504,Toyota,Glanza,['V Cvt'],2019,UP,First,"20,000",Petrol,Automatic,7.9
505,Hyundai,Creta,['1.6 Sx Diesel'],2017,DL,Second,"62,000",Diesel,Manual,8.6
506,Maruti,Wagon,['R Cng Lxi Bsiv'],2018,DL,First,"58,500",CNG,Manual,4.5
507,Mercedes-benz,C-class,['C 200 Avantgarde'],2007,HR,First,"46,000",Petrol,Automatic,4.6
508,Mini,Cooper,['S'],2012,HR,Second,"35,000",Petrol,Automatic,21.5
509,Maruti,Vitara,['Brezza Vdi'],2018,DL,First,"48,000",Diesel,Manual,7.45
510,Toyota,Fortuner,['4x2 At'],2014,UP,Third,"1,10,000",Diesel,Automatic,13.95
511,Bmw,X6,['Xdrive30d'],2010,HR,Second,"1,25,000",Diesel,Automatic,12.99
512,Mercedes-benz,E-class,['Expression E 220 D Bsiv'],2019,JK,First,"4,000",Diesel,Automatic,57
513,Maruti,Ertiga,['Cng Vxi'],2019,DL,First,"36,000",CNG,Manual,9.49
514,Hyundai,Creta,['1.6 Vtvt E Plus'],2016,DL,First,"48,000",Petrol,Manual,7.99
515,Maruti,Swift,['Dzire Vdi'],2013,DL,First,"62,000",Diesel,Manual,3.69
516,Maruti,Ignis,['Zeta Amt'],2019,HR,First,"15,000",Petrol,Automatic,6.5
517,Hyundai,I10,['Magna'],2012,DL,First,"72,000",Petrol,Manual,2.15
518,Tata,Tiago,['Xz Plus'],2020,UP,First,"19,000",Petrol,Manual,6.15
519,Hyundai,I20,['1.2 Magna Executive'],2018,DL,First,"38,000",Petrol,Manual,5.95
520,Maruti,Swift,['Dzire Vdi'],2014,UP,First,"58,000",Diesel,Manual,3.59
521,Maruti,Baleno,['Alpha'],2016,DL,First,"32,000",Petrol,Manual,6
522,Mercedes-benz,Glc,['220d 4matic'],2021,HR,First,"3,000",Diesel,Automatic,62
523,Maruti,Baleno,['1.2 Zeta'],2015,DL,First,"48,721",Petrol,Manual,5
524,Hyundai,Verna,['1.4 Ex'],2012,DK,First,"90,000",Diesel,Manual,3.17
525,Maruti,Swift,['Vdi'],2015,DL,First,"55,000",Diesel,Manual,3.15
526,Honda,Cr-v,['2.4 4wd At'],2007,DL,Second,"70,000",Petrol,Automatic,2.18
527,Maruti,Swift,['Dzire VDI'],2015,N/,First,"50,000",Diesel,Manual,4.51
528,Maruti,Vitara,['Brezza Zdi Plus Dual Tone'],2016,DK,First,"67,000",Diesel,Manual,6.75
529,Hyundai,Verna,['1.6 Sx Crdi (o)'],2015,DK,First,"85,000",Diesel,Manual,4.5
530,Maruti,Swift,['Dzire Vdi'],2013,DK,Second,"85,000",Diesel,Manual,3.13
531,Mahindra,Bolero,['Mhawk D70 Slx'],2017,DL,First,"64,500",Diesel,Manual,6.5
532,Mg,Astor,['Sharp Cvt'],2021,UP,First,"4,000",Petrol,Automatic,15.5
533,Chevrolet,Aveo,['U-VA 1.2 LS'],2008,N/,First,"72,000",Petrol,Manual,"55,000*"
534,Mahindra,Xuv500,['W6 1.99 Mhawk'],2018,HR,First,"31,021",Diesel,Manual,11.75
535,Honda,City,['V At'],2012,HR,Second,"62,000",Petrol,Automatic,4.65
536,Mahindra,Nuvosport,['N8 Amt'],2016,DL,First,"85,537",Diesel,Automatic,4.45
537,Renault,Duster,['85ps Diesel Rxl Option'],2013,DL,Second,"48,200",Diesel,Manual,3.45
538,Honda,Civic,['1.8 V Mt'],2010,HR,Second,"22,866",Petrol,Manual,3.45
539,Maruti,Esteem,['VXi BSIII CNG'],2007,UP,Second,"50,000",CNG,Manual,"55,977*"
540,Maruti,Swift,['Lxi Option'],2015,DL,First,"45,000",Petrol,Manual,3.85
541,Maruti,Alto,['K10 Lxi Cng Optional'],2016,HR,First,"43,000",CNG,Manual,3.15
542,Mitsubishi,Outlander,['2.4'],2010,DL,Second,"67,000",Petrol,Automatic,5.3
543,Maruti,Ciaz,['Delta 1.5'],2019,UP,First,"48,000",Diesel,Manual,8.65
544,Toyota,Fortuner,['2.8 4wd At'],2017,DL,First,"1,20,000",Diesel,Automatic,27.5
545,Mercedes-benz,E-class,['E350 Edition E'],2017,HR,First,"15,000",Diesel,Automatic,35
546,Mercedes-benz,E-class,['220 Cdi'],2012,DL,Second,"70,000",Diesel,Automatic,9.25
547,Mercedes-benz,Gle,['250d'],2019,HP,First,"30,000",Diesel,Automatic,59.75
548,Mercedes-benz,E-class,['Expression E 220d'],2017,DL,First,"45,000",Diesel,Automatic,44.5
549,Tata,Tiago,['1.2 Revotron Xe'],2018,DL,First,"3,000",Petrol,Manual,4.25
550,Hyundai,Verna,['Vtvt 1.6 At Sx Option'],2018,DL,First,"50,000",Petrol,Automatic,11.9
551,Mahindra,Xuv500,['W6 1.99 Mhawk'],2016,DL,First,"75,000",Diesel,Manual,8.21
552,Mahindra,Xuv500,['W9 1.99'],2020,UP,First,"27,000",Diesel,Manual,15.9
553,Hyundai,Creta,['Ex Diesel'],2020,UP,First,"38,000",Diesel,Manual,13.35
554,Honda,City,['I Vtec Cvt Vx'],2016,DL,Second,"62,000",Petrol,Automatic,7.75
